0,579844;0,542531
0,442124;-0,487351
0,784893;0,829031
0,696900;0,732980
0,803523;0,846722
0,817170;0,859226
0,168999;-0,871538
0,365912;-0,644871
0,888891;0,919643
0,591409;0,567553
0,811445;0,854025
0,956382;0,970032
0,904993;0,932165
0,221467;-0,822816
0,187472;-0,855013
0,849947;0,887860
0,065808;-0,954048
0,043424;-0,970170
0,820900;0,862581
0,865628;0,900928
0,615224;0,613091
0,077913;-0,945099
0,489791;-0,273322
0,913690;0,938790
0,393219;-0,597734
0,832123;0,872522
0,488469;-0,284645
0,691920;0,726747
0,100606;-0,927849
0,882970;0,914952
0,070992;-0,950236
0,167443;-0,872902
0,210742;-0,833243
0,940100;0,958356
0,252611;-0,790928
0,634716;0,645877
0,675424;0,705299
0,850387;0,888231
0,454245;-0,450631
0,503093;0,183580
0,491686;-0,255236
0,770770;0,815099
0,329100;-0,699183
0,184011;-0,858158
0,677460;0,708017
0,076462;-0,946181
0,089371;-0,936469
0,052378;-0,963785
0,323710;-0,706457
0,601473;0,587660
0,949811;0,965354
0,476480;-0,360983
0,206786;-0,837024
0,456760;-0,442221
0,759884;0,804025
0,366603;-0,643762
0,497212;-0,177319
0,647992;0,666433
0,804695;0,847810
0,508855;0,260656
0,320075;-0,711280
0,493322;-0,237257
0,267670;-0,774543
0,721677;0,762519
0,232430;-0,811875
0,456856;-0,441894
0,374299;-0,631135
0,850003;0,887907
0,007469;-0,994995
0,538555;0,425635
0,497661;-0,167242
0,190851;-0,851921
0,636463;0,648656
0,028253;-0,980798
0,850969;0,888723
0,237559;-0,806654
0,657473;0,680370
0,146670;-0,890711
0,074930;-0,947320
0,350391;-0,668851
0,020085;-0,986427
0,564736;0,505893
0,521459;0,350118
0,165005;-0,875030
0,233485;-0,810807
0,178166;-0,863417
0,440294;-0,492435
0,025892;-0,982432
0,170385;-0,870320
0,656365;0,678772
0,534937;0,411882
0,691703;0,726473
0,445785;-0,476850
0,314360;-0,718732
0,452791;-0,455356
0,059636;-0,958548
0,304077;-0,731765
0,627595;0,634289
0,981374;0,987425
0,958315;0,971400
0,405455;-0,573970
0,484297;-0,315501
0,586083;0,556308
0,290334;-0,748490
0,646636;0,664391
0,010019;-0,993276
0,387074;-0,608987
0,550126;0,464549
0,968889;0,978814
0,115879;-0,915867
0,581456;0,546157
0,529564;0,389581
0,383470;-0,615397
0,986073;0,990628
0,925317;0,947504
0,798680;0,842194
0,422921;-0,536193
0,040772;-0,972044
0,259479;-0,783540
0,058237;-0,959562
0,789555;0,833529
0,054674;-0,962135
0,900706;0,928864
0,170698;-0,870044
0,921469;0,944638
0,134995;-0,900415
0,860551;0,896738
0,276885;-0,764163
0,612890;0,608922
0,836842;0,876635
0,807704;0,850591
0,074839;-0,947388
0,812361;0,854861
0,345497;-0,676066
0,762424;0,806636
0,056184;-0,961046
0,280276;-0,760273
0,593147;0,571127
0,017232;-0,988377
0,625000;0,629961
0,375514;-0,629097
0,257167;-0,786042
0,211599;-0,832419
0,348915;-0,671043
0,212850;-0,831214
0,369197;-0,639563
0,087303;-0,938038
0,300497;-0,736195
0,453827;-0,452002
0,464221;-0,415163
0,167324;-0,873006
0,211699;-0,832323
0,032101;-0,978124
0,518795;0,334983
0,383420;-0,615486
0,136575;-0,899114
0,419178;-0,544736
0,130193;-0,904346
0,161652;-0,877939
0,886522;0,917772
0,772517;0,816848
0,694459;0,729938
0,776592;0,820899
0,184895;-0,857357
0,529702;0,390187
0,704701;0,742535
0,910196;0,936139
0,663432;0,688846
0,299958;-0,736858
0,390633;-0,602521
0,364805;-0,646642
0,269246;-0,772786
0,223478;-0,820830
0,989859;0,993193
0,555374;0,480225
0,165371;-0,874711
0,391906;-0,600174
0,764438;0,808695
0,911828;0,937379
0,100350;-0,928047
0,586927;0,558121
0,479863;-0,342777
0,049589;-0,965783
0,438977;-0,496031
0,880906;0,913306
0,395011;-0,594371
0,951028;0,966224
0,933905;0,953839
0,146592;-0,890777
0,764498;0,808756
0,926220;0,948174
0,976147;0,983838
0,103947;-0,925254
0,040761;-0,972052
0,076764;-0,945956
0,177035;-0,864427
